AnchorShiftKey,LineId,Line,TrendRank,TrendShiftKey,TrendShiftLabel,TrendShiftDate,Category,CategoryLabel,Hours,CategoryColor
ngp2|2026-06-02|night,ngp2,NGP2,1,ngp2|2026-06-02|day,Day 06-02,2026-06-02,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-02|night,ngp2,NGP2,2,ngp2|2026-06-01|night,Night 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),1.22,#2d3436
ngp2|2026-06-02|night,ngp2,NGP2,2,ngp2|2026-06-01|night,Night 06-01,2026-06-01,halted,Halted (operator wait),3.23,#636e72
ngp2|2026-06-02|night,ngp2,NGP2,2,ngp2|2026-06-01|night,Night 06-01,2026-06-01,auto_long,Auto-stops (>2 min),0.8,#b2bec3
ngp2|2026-06-02|night,ngp2,NGP2,2,ngp2|2026-06-01|night,Night 06-01,2026-06-01,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-02|night,ngp2,NGP2,3,ngp2|2026-06-01|day,Day 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),0.79,#2d3436
ngp2|2026-06-02|night,ngp2,NGP2,3,ngp2|2026-06-01|day,Day 06-01,2026-06-01,halted,Halted (operator wait),1.54,#636e72
ngp2|2026-06-02|night,ngp2,NGP2,3,ngp2|2026-06-01|day,Day 06-01,2026-06-01,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-06-02|night,ngp2,NGP2,3,ngp2|2026-06-01|day,Day 06-01,2026-06-01,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-06-03|day,ngp2,NGP2,0,ngp2|2026-06-03|day,Day 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.75,#2d3436
ngp2|2026-06-03|day,ngp2,NGP2,0,ngp2|2026-06-03|day,Day 06-03,2026-06-03,halted,Halted (operator wait),1.49,#636e72
ngp2|2026-06-03|day,ngp2,NGP2,0,ngp2|2026-06-03|day,Day 06-03,2026-06-03,auto_long,Auto-stops (>2 min),1.63,#b2bec3
ngp2|2026-06-03|day,ngp2,NGP2,0,ngp2|2026-06-03|day,Day 06-03,2026-06-03,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-03|day,ngp2,NGP2,1,ngp2|2026-06-02|night,Night 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),1.11,#2d3436
ngp2|2026-06-03|day,ngp2,NGP2,1,ngp2|2026-06-02|night,Night 06-02,2026-06-02,halted,Halted (operator wait),1.45,#636e72
ngp2|2026-06-03|day,ngp2,NGP2,1,ngp2|2026-06-02|night,Night 06-02,2026-06-02,auto_long,Auto-stops (>2 min),2.04,#b2bec3
ngp2|2026-06-03|day,ngp2,NGP2,1,ngp2|2026-06-02|night,Night 06-02,2026-06-02,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-03|day,ngp2,NGP2,2,ngp2|2026-06-02|day,Day 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-03|day,ngp2,NGP2,2,ngp2|2026-06-02|day,Day 06-02,2026-06-02,halted,Halted (operator wait),2.44,#636e72
ngp2|2026-06-03|day,ngp2,NGP2,2,ngp2|2026-06-02|day,Day 06-02,2026-06-02,auto_long,Auto-stops (>2 min),1.01,#b2bec3
ngp2|2026-06-03|day,ngp2,NGP2,2,ngp2|2026-06-02|day,Day 06-02,2026-06-02,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-03|day,ngp2,NGP2,3,ngp2|2026-06-01|night,Night 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),1.22,#2d3436
ngp2|2026-06-03|day,ngp2,NGP2,3,ngp2|2026-06-01|night,Night 06-01,2026-06-01,halted,Halted (operator wait),3.23,#636e72
ngp2|2026-06-03|day,ngp2,NGP2,3,ngp2|2026-06-01|night,Night 06-01,2026-06-01,auto_long,Auto-stops (>2 min),0.8,#b2bec3
ngp2|2026-06-03|day,ngp2,NGP2,3,ngp2|2026-06-01|night,Night 06-01,2026-06-01,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-03|night,ngp2,NGP2,0,ngp2|2026-06-03|night,Night 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-03|night,ngp2,NGP2,0,ngp2|2026-06-03|night,Night 06-03,2026-06-03,halted,Halted (operator wait),2.54,#636e72
ngp2|2026-06-03|night,ngp2,NGP2,0,ngp2|2026-06-03|night,Night 06-03,2026-06-03,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-03|night,ngp2,NGP2,0,ngp2|2026-06-03|night,Night 06-03,2026-06-03,manual,Manual stops,0.77,#dfe6e9
ngp2|2026-06-03|night,ngp2,NGP2,1,ngp2|2026-06-03|day,Day 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.75,#2d3436
ngp2|2026-06-03|night,ngp2,NGP2,1,ngp2|2026-06-03|day,Day 06-03,2026-06-03,halted,Halted (operator wait),1.49,#636e72
ngp2|2026-06-03|night,ngp2,NGP2,1,ngp2|2026-06-03|day,Day 06-03,2026-06-03,auto_long,Auto-stops (>2 min),1.63,#b2bec3
ngp2|2026-06-03|night,ngp2,NGP2,1,ngp2|2026-06-03|day,Day 06-03,2026-06-03,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-03|night,ngp2,NGP2,2,ngp2|2026-06-02|night,Night 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),1.11,#2d3436
ngp2|2026-06-03|night,ngp2,NGP2,2,ngp2|2026-06-02|night,Night 06-02,2026-06-02,halted,Halted (operator wait),1.45,#636e72
ngp2|2026-06-03|night,ngp2,NGP2,2,ngp2|2026-06-02|night,Night 06-02,2026-06-02,auto_long,Auto-stops (>2 min),2.04,#b2bec3
ngp2|2026-06-03|night,ngp2,NGP2,2,ngp2|2026-06-02|night,Night 06-02,2026-06-02,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-03|night,ngp2,NGP2,3,ngp2|2026-06-02|day,Day 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-03|night,ngp2,NGP2,3,ngp2|2026-06-02|day,Day 06-02,2026-06-02,halted,Halted (operator wait),2.44,#636e72
ngp2|2026-06-03|night,ngp2,NGP2,3,ngp2|2026-06-02|day,Day 06-02,2026-06-02,auto_long,Auto-stops (>2 min),1.01,#b2bec3
ngp2|2026-06-03|night,ngp2,NGP2,3,ngp2|2026-06-02|day,Day 06-02,2026-06-02,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-04|day,ngp2,NGP2,0,ngp2|2026-06-04|day,Day 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-04|day,ngp2,NGP2,0,ngp2|2026-06-04|day,Day 06-04,2026-06-04,halted,Halted (operator wait),2.19,#636e72
ngp2|2026-06-04|day,ngp2,NGP2,0,ngp2|2026-06-04|day,Day 06-04,2026-06-04,auto_long,Auto-stops (>2 min),2.17,#b2bec3
ngp2|2026-06-04|day,ngp2,NGP2,0,ngp2|2026-06-04|day,Day 06-04,2026-06-04,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-06-04|day,ngp2,NGP2,1,ngp2|2026-06-03|night,Night 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-04|day,ngp2,NGP2,1,ngp2|2026-06-03|night,Night 06-03,2026-06-03,halted,Halted (operator wait),2.54,#636e72
ngp2|2026-06-04|day,ngp2,NGP2,1,ngp2|2026-06-03|night,Night 06-03,2026-06-03,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-04|day,ngp2,NGP2,1,ngp2|2026-06-03|night,Night 06-03,2026-06-03,manual,Manual stops,0.77,#dfe6e9
ngp2|2026-06-04|day,ngp2,NGP2,2,ngp2|2026-06-03|day,Day 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.75,#2d3436
ngp2|2026-06-04|day,ngp2,NGP2,2,ngp2|2026-06-03|day,Day 06-03,2026-06-03,halted,Halted (operator wait),1.49,#636e72
ngp2|2026-06-04|day,ngp2,NGP2,2,ngp2|2026-06-03|day,Day 06-03,2026-06-03,auto_long,Auto-stops (>2 min),1.63,#b2bec3
ngp2|2026-06-04|day,ngp2,NGP2,2,ngp2|2026-06-03|day,Day 06-03,2026-06-03,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-04|day,ngp2,NGP2,3,ngp2|2026-06-02|night,Night 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),1.11,#2d3436
ngp2|2026-06-04|day,ngp2,NGP2,3,ngp2|2026-06-02|night,Night 06-02,2026-06-02,halted,Halted (operator wait),1.45,#636e72
ngp2|2026-06-04|day,ngp2,NGP2,3,ngp2|2026-06-02|night,Night 06-02,2026-06-02,auto_long,Auto-stops (>2 min),2.04,#b2bec3
ngp2|2026-06-04|day,ngp2,NGP2,3,ngp2|2026-06-02|night,Night 06-02,2026-06-02,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-04|night,ngp2,NGP2,0,ngp2|2026-06-04|night,Night 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-04|night,ngp2,NGP2,0,ngp2|2026-06-04|night,Night 06-04,2026-06-04,halted,Halted (operator wait),1.47,#636e72
ngp2|2026-06-04|night,ngp2,NGP2,0,ngp2|2026-06-04|night,Night 06-04,2026-06-04,auto_long,Auto-stops (>2 min),0.15,#b2bec3
ngp2|2026-06-04|night,ngp2,NGP2,0,ngp2|2026-06-04|night,Night 06-04,2026-06-04,manual,Manual stops,0.01,#dfe6e9
ngp2|2026-06-04|night,ngp2,NGP2,1,ngp2|2026-06-04|day,Day 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-04|night,ngp2,NGP2,1,ngp2|2026-06-04|day,Day 06-04,2026-06-04,halted,Halted (operator wait),2.19,#636e72
ngp2|2026-06-04|night,ngp2,NGP2,1,ngp2|2026-06-04|day,Day 06-04,2026-06-04,auto_long,Auto-stops (>2 min),2.17,#b2bec3
ngp2|2026-06-04|night,ngp2,NGP2,1,ngp2|2026-06-04|day,Day 06-04,2026-06-04,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-06-04|night,ngp2,NGP2,2,ngp2|2026-06-03|night,Night 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-04|night,ngp2,NGP2,2,ngp2|2026-06-03|night,Night 06-03,2026-06-03,halted,Halted (operator wait),2.54,#636e72
ngp2|2026-06-04|night,ngp2,NGP2,2,ngp2|2026-06-03|night,Night 06-03,2026-06-03,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-04|night,ngp2,NGP2,2,ngp2|2026-06-03|night,Night 06-03,2026-06-03,manual,Manual stops,0.77,#dfe6e9
ngp2|2026-06-04|night,ngp2,NGP2,3,ngp2|2026-06-03|day,Day 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.75,#2d3436
ngp2|2026-06-04|night,ngp2,NGP2,3,ngp2|2026-06-03|day,Day 06-03,2026-06-03,halted,Halted (operator wait),1.49,#636e72
ngp2|2026-06-04|night,ngp2,NGP2,3,ngp2|2026-06-03|day,Day 06-03,2026-06-03,auto_long,Auto-stops (>2 min),1.63,#b2bec3
ngp2|2026-06-04|night,ngp2,NGP2,3,ngp2|2026-06-03|day,Day 06-03,2026-06-03,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-13|day,ngp2,NGP2,0,ngp2|2026-06-13|day,Day 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.46,#2d3436
ngp2|2026-06-13|day,ngp2,NGP2,0,ngp2|2026-06-13|day,Day 06-13,2026-06-13,halted,Halted (operator wait),4.9,#636e72
ngp2|2026-06-13|day,ngp2,NGP2,0,ngp2|2026-06-13|day,Day 06-13,2026-06-13,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-13|day,ngp2,NGP2,0,ngp2|2026-06-13|day,Day 06-13,2026-06-13,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-13|day,ngp2,NGP2,1,ngp2|2026-06-04|night,Night 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-13|day,ngp2,NGP2,1,ngp2|2026-06-04|night,Night 06-04,2026-06-04,halted,Halted (operator wait),1.47,#636e72
ngp2|2026-06-13|day,ngp2,NGP2,1,ngp2|2026-06-04|night,Night 06-04,2026-06-04,auto_long,Auto-stops (>2 min),0.15,#b2bec3
ngp2|2026-06-13|day,ngp2,NGP2,1,ngp2|2026-06-04|night,Night 06-04,2026-06-04,manual,Manual stops,0.01,#dfe6e9
ngp2|2026-06-13|day,ngp2,NGP2,2,ngp2|2026-06-04|day,Day 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-13|day,ngp2,NGP2,2,ngp2|2026-06-04|day,Day 06-04,2026-06-04,halted,Halted (operator wait),2.19,#636e72
ngp2|2026-06-13|day,ngp2,NGP2,2,ngp2|2026-06-04|day,Day 06-04,2026-06-04,auto_long,Auto-stops (>2 min),2.17,#b2bec3
ngp2|2026-06-13|day,ngp2,NGP2,2,ngp2|2026-06-04|day,Day 06-04,2026-06-04,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-06-13|day,ngp2,NGP2,3,ngp2|2026-06-03|night,Night 06-03,2026-06-03,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-13|day,ngp2,NGP2,3,ngp2|2026-06-03|night,Night 06-03,2026-06-03,halted,Halted (operator wait),2.54,#636e72
ngp2|2026-06-13|day,ngp2,NGP2,3,ngp2|2026-06-03|night,Night 06-03,2026-06-03,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-13|day,ngp2,NGP2,3,ngp2|2026-06-03|night,Night 06-03,2026-06-03,manual,Manual stops,0.77,#dfe6e9
ngp2|2026-06-13|night,ngp2,NGP2,0,ngp2|2026-06-13|night,Night 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.5,#2d3436
ngp2|2026-06-13|night,ngp2,NGP2,0,ngp2|2026-06-13|night,Night 06-13,2026-06-13,halted,Halted (operator wait),2.0,#636e72
ngp2|2026-06-13|night,ngp2,NGP2,0,ngp2|2026-06-13|night,Night 06-13,2026-06-13,auto_long,Auto-stops (>2 min),2.55,#b2bec3
ngp2|2026-06-13|night,ngp2,NGP2,0,ngp2|2026-06-13|night,Night 06-13,2026-06-13,manual,Manual stops,0.74,#dfe6e9
ngp2|2026-06-13|night,ngp2,NGP2,1,ngp2|2026-06-13|day,Day 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.46,#2d3436
ngp2|2026-06-13|night,ngp2,NGP2,1,ngp2|2026-06-13|day,Day 06-13,2026-06-13,halted,Halted (operator wait),4.9,#636e72
ngp2|2026-06-13|night,ngp2,NGP2,1,ngp2|2026-06-13|day,Day 06-13,2026-06-13,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-13|night,ngp2,NGP2,1,ngp2|2026-06-13|day,Day 06-13,2026-06-13,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-13|night,ngp2,NGP2,2,ngp2|2026-06-04|night,Night 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-13|night,ngp2,NGP2,2,ngp2|2026-06-04|night,Night 06-04,2026-06-04,halted,Halted (operator wait),1.47,#636e72
ngp2|2026-06-13|night,ngp2,NGP2,2,ngp2|2026-06-04|night,Night 06-04,2026-06-04,auto_long,Auto-stops (>2 min),0.15,#b2bec3
ngp2|2026-06-13|night,ngp2,NGP2,2,ngp2|2026-06-04|night,Night 06-04,2026-06-04,manual,Manual stops,0.01,#dfe6e9
ngp2|2026-06-13|night,ngp2,NGP2,3,ngp2|2026-06-04|day,Day 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-13|night,ngp2,NGP2,3,ngp2|2026-06-04|day,Day 06-04,2026-06-04,halted,Halted (operator wait),2.19,#636e72
ngp2|2026-06-13|night,ngp2,NGP2,3,ngp2|2026-06-04|day,Day 06-04,2026-06-04,auto_long,Auto-stops (>2 min),2.17,#b2bec3
ngp2|2026-06-13|night,ngp2,NGP2,3,ngp2|2026-06-04|day,Day 06-04,2026-06-04,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-06-14|day,ngp2,NGP2,0,ngp2|2026-06-14|day,Day 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-14|day,ngp2,NGP2,0,ngp2|2026-06-14|day,Day 06-14,2026-06-14,halted,Halted (operator wait),3.6,#636e72
ngp2|2026-06-14|day,ngp2,NGP2,0,ngp2|2026-06-14|day,Day 06-14,2026-06-14,auto_long,Auto-stops (>2 min),0.82,#b2bec3
ngp2|2026-06-14|day,ngp2,NGP2,0,ngp2|2026-06-14|day,Day 06-14,2026-06-14,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-14|day,ngp2,NGP2,1,ngp2|2026-06-13|night,Night 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.5,#2d3436
ngp2|2026-06-14|day,ngp2,NGP2,1,ngp2|2026-06-13|night,Night 06-13,2026-06-13,halted,Halted (operator wait),2.0,#636e72
ngp2|2026-06-14|day,ngp2,NGP2,1,ngp2|2026-06-13|night,Night 06-13,2026-06-13,auto_long,Auto-stops (>2 min),2.55,#b2bec3
ngp2|2026-06-14|day,ngp2,NGP2,1,ngp2|2026-06-13|night,Night 06-13,2026-06-13,manual,Manual stops,0.74,#dfe6e9
ngp2|2026-06-14|day,ngp2,NGP2,2,ngp2|2026-06-13|day,Day 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.46,#2d3436
ngp2|2026-06-14|day,ngp2,NGP2,2,ngp2|2026-06-13|day,Day 06-13,2026-06-13,halted,Halted (operator wait),4.9,#636e72
ngp2|2026-06-14|day,ngp2,NGP2,2,ngp2|2026-06-13|day,Day 06-13,2026-06-13,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-14|day,ngp2,NGP2,2,ngp2|2026-06-13|day,Day 06-13,2026-06-13,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-14|day,ngp2,NGP2,3,ngp2|2026-06-04|night,Night 06-04,2026-06-04,micro_stops,Micro-stops (<2 min),0.8,#2d3436
ngp2|2026-06-14|day,ngp2,NGP2,3,ngp2|2026-06-04|night,Night 06-04,2026-06-04,halted,Halted (operator wait),1.47,#636e72
ngp2|2026-06-14|day,ngp2,NGP2,3,ngp2|2026-06-04|night,Night 06-04,2026-06-04,auto_long,Auto-stops (>2 min),0.15,#b2bec3
ngp2|2026-06-14|day,ngp2,NGP2,3,ngp2|2026-06-04|night,Night 06-04,2026-06-04,manual,Manual stops,0.01,#dfe6e9
ngp2|2026-06-14|night,ngp2,NGP2,0,ngp2|2026-06-14|night,Night 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-14|night,ngp2,NGP2,0,ngp2|2026-06-14|night,Night 06-14,2026-06-14,halted,Halted (operator wait),3.21,#636e72
ngp2|2026-06-14|night,ngp2,NGP2,0,ngp2|2026-06-14|night,Night 06-14,2026-06-14,auto_long,Auto-stops (>2 min),1.46,#b2bec3
ngp2|2026-06-14|night,ngp2,NGP2,0,ngp2|2026-06-14|night,Night 06-14,2026-06-14,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-06-14|night,ngp2,NGP2,1,ngp2|2026-06-14|day,Day 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-14|night,ngp2,NGP2,1,ngp2|2026-06-14|day,Day 06-14,2026-06-14,halted,Halted (operator wait),3.6,#636e72
ngp2|2026-06-14|night,ngp2,NGP2,1,ngp2|2026-06-14|day,Day 06-14,2026-06-14,auto_long,Auto-stops (>2 min),0.82,#b2bec3
ngp2|2026-06-14|night,ngp2,NGP2,1,ngp2|2026-06-14|day,Day 06-14,2026-06-14,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-14|night,ngp2,NGP2,2,ngp2|2026-06-13|night,Night 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.5,#2d3436
ngp2|2026-06-14|night,ngp2,NGP2,2,ngp2|2026-06-13|night,Night 06-13,2026-06-13,halted,Halted (operator wait),2.0,#636e72
ngp2|2026-06-14|night,ngp2,NGP2,2,ngp2|2026-06-13|night,Night 06-13,2026-06-13,auto_long,Auto-stops (>2 min),2.55,#b2bec3
ngp2|2026-06-14|night,ngp2,NGP2,2,ngp2|2026-06-13|night,Night 06-13,2026-06-13,manual,Manual stops,0.74,#dfe6e9
ngp2|2026-06-14|night,ngp2,NGP2,3,ngp2|2026-06-13|day,Day 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.46,#2d3436
ngp2|2026-06-14|night,ngp2,NGP2,3,ngp2|2026-06-13|day,Day 06-13,2026-06-13,halted,Halted (operator wait),4.9,#636e72
ngp2|2026-06-14|night,ngp2,NGP2,3,ngp2|2026-06-13|day,Day 06-13,2026-06-13,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-14|night,ngp2,NGP2,3,ngp2|2026-06-13|day,Day 06-13,2026-06-13,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-15|day,ngp2,NGP2,0,ngp2|2026-06-15|day,Day 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.19,#2d3436
ngp2|2026-06-15|day,ngp2,NGP2,0,ngp2|2026-06-15|day,Day 06-15,2026-06-15,halted,Halted (operator wait),1.82,#636e72
ngp2|2026-06-15|day,ngp2,NGP2,0,ngp2|2026-06-15|day,Day 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-15|day,ngp2,NGP2,0,ngp2|2026-06-15|day,Day 06-15,2026-06-15,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-15|day,ngp2,NGP2,1,ngp2|2026-06-14|night,Night 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-15|day,ngp2,NGP2,1,ngp2|2026-06-14|night,Night 06-14,2026-06-14,halted,Halted (operator wait),3.21,#636e72
ngp2|2026-06-15|day,ngp2,NGP2,1,ngp2|2026-06-14|night,Night 06-14,2026-06-14,auto_long,Auto-stops (>2 min),1.46,#b2bec3
ngp2|2026-06-15|day,ngp2,NGP2,1,ngp2|2026-06-14|night,Night 06-14,2026-06-14,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-06-15|day,ngp2,NGP2,2,ngp2|2026-06-14|day,Day 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-15|day,ngp2,NGP2,2,ngp2|2026-06-14|day,Day 06-14,2026-06-14,halted,Halted (operator wait),3.6,#636e72
ngp2|2026-06-15|day,ngp2,NGP2,2,ngp2|2026-06-14|day,Day 06-14,2026-06-14,auto_long,Auto-stops (>2 min),0.82,#b2bec3
ngp2|2026-06-15|day,ngp2,NGP2,2,ngp2|2026-06-14|day,Day 06-14,2026-06-14,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-15|day,ngp2,NGP2,3,ngp2|2026-06-13|night,Night 06-13,2026-06-13,micro_stops,Micro-stops (<2 min),0.5,#2d3436
ngp2|2026-06-15|day,ngp2,NGP2,3,ngp2|2026-06-13|night,Night 06-13,2026-06-13,halted,Halted (operator wait),2.0,#636e72
ngp2|2026-06-15|day,ngp2,NGP2,3,ngp2|2026-06-13|night,Night 06-13,2026-06-13,auto_long,Auto-stops (>2 min),2.55,#b2bec3
ngp2|2026-06-15|day,ngp2,NGP2,3,ngp2|2026-06-13|night,Night 06-13,2026-06-13,manual,Manual stops,0.74,#dfe6e9
ngp2|2026-06-15|night,ngp2,NGP2,0,ngp2|2026-06-15|night,Night 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.37,#2d3436
ngp2|2026-06-15|night,ngp2,NGP2,0,ngp2|2026-06-15|night,Night 06-15,2026-06-15,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-06-15|night,ngp2,NGP2,0,ngp2|2026-06-15|night,Night 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.98,#b2bec3
ngp2|2026-06-15|night,ngp2,NGP2,0,ngp2|2026-06-15|night,Night 06-15,2026-06-15,manual,Manual stops,0.48,#dfe6e9
ngp2|2026-06-15|night,ngp2,NGP2,1,ngp2|2026-06-15|day,Day 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.19,#2d3436
ngp2|2026-06-15|night,ngp2,NGP2,1,ngp2|2026-06-15|day,Day 06-15,2026-06-15,halted,Halted (operator wait),1.82,#636e72
ngp2|2026-06-15|night,ngp2,NGP2,1,ngp2|2026-06-15|day,Day 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-15|night,ngp2,NGP2,1,ngp2|2026-06-15|day,Day 06-15,2026-06-15,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-15|night,ngp2,NGP2,2,ngp2|2026-06-14|night,Night 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-15|night,ngp2,NGP2,2,ngp2|2026-06-14|night,Night 06-14,2026-06-14,halted,Halted (operator wait),3.21,#636e72
ngp2|2026-06-15|night,ngp2,NGP2,2,ngp2|2026-06-14|night,Night 06-14,2026-06-14,auto_long,Auto-stops (>2 min),1.46,#b2bec3
ngp2|2026-06-15|night,ngp2,NGP2,2,ngp2|2026-06-14|night,Night 06-14,2026-06-14,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-06-15|night,ngp2,NGP2,3,ngp2|2026-06-14|day,Day 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-15|night,ngp2,NGP2,3,ngp2|2026-06-14|day,Day 06-14,2026-06-14,halted,Halted (operator wait),3.6,#636e72
ngp2|2026-06-15|night,ngp2,NGP2,3,ngp2|2026-06-14|day,Day 06-14,2026-06-14,auto_long,Auto-stops (>2 min),0.82,#b2bec3
ngp2|2026-06-15|night,ngp2,NGP2,3,ngp2|2026-06-14|day,Day 06-14,2026-06-14,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-16|day,ngp2,NGP2,0,ngp2|2026-06-16|day,Day 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.84,#2d3436
ngp2|2026-06-16|day,ngp2,NGP2,0,ngp2|2026-06-16|day,Day 06-16,2026-06-16,halted,Halted (operator wait),4.42,#636e72
ngp2|2026-06-16|day,ngp2,NGP2,0,ngp2|2026-06-16|day,Day 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.73,#b2bec3
ngp2|2026-06-16|day,ngp2,NGP2,0,ngp2|2026-06-16|day,Day 06-16,2026-06-16,manual,Manual stops,0.13,#dfe6e9
ngp2|2026-06-16|day,ngp2,NGP2,1,ngp2|2026-06-15|night,Night 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.37,#2d3436
ngp2|2026-06-16|day,ngp2,NGP2,1,ngp2|2026-06-15|night,Night 06-15,2026-06-15,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-06-16|day,ngp2,NGP2,1,ngp2|2026-06-15|night,Night 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.98,#b2bec3
ngp2|2026-06-16|day,ngp2,NGP2,1,ngp2|2026-06-15|night,Night 06-15,2026-06-15,manual,Manual stops,0.48,#dfe6e9
